-1.6996,-1.5823,-0.76109,-1.5823,-0.40914,-0.29182,-1.5823,-0.99572,-1.9343,-0.87841,-1.9343,-0.52646,-1.465,-0.76109,-0.76109,-0.87841,0.17744,-1.113,-0.29182,-0.29182,-1.113,0.52939,-0.64377,0.52939,0.29476,0.76402,-1.2304,0.29476,-0.29182,-0.87841,-0.29182,-0.64377,-0.52646,0.17744,-0.17451,0.64671,-0.76109,0.41207,0.52939,1.8199,1.116,3.1103,2.4064,1.7026,2.2891,0.99865,0.99865,1.4679,0.17744,1.2333,1.116,-0.52646,-0.17451,0.88134,0.41207,0.29476,0.060125,-0.057192,0.060125,1.3506,0.41207,-0.29182,0.88134,0.060125,0.99865,0.17744,0.88134,0.64671,-0.76109,-0.29182,0.29476,-0.17451,0.41207,0.17744,-0.17451,-1.2304,0.41207,-0.52646,0.060125,-0.76109
-0.79431,-1.0435,-0.79431,-0.79431,-0.54511,-0.54511,-1.0435,-0.79431,-1.0435,-0.79431,-0.79431,-0.54511,-0.54511,-0.54511,-0.79431,-1.2927,-1.0435,-1.0435,-0.79431,-1.0435,-0.046724,-0.29592,-1.2927,-0.79431,-0.79431,-0.046724,-0.79431,-1.0435,-0.54511,-0.29592,-0.79431,-0.29592,-0.54511,-1.0435,-0.29592,-0.046724,-0.79431,-0.29592,-0.046724,-0.79431,0.20247,0.20247,1.4484,1.9468,2.196,2.6944,1.9468,2.6944,2.4452,1.9468,1.4484,-0.046724,0.20247,0.45166,-0.29592,-0.29592,1.6976,-0.29592,-0.046724,0.45166,0.45166,0.70086,1.1992,0.70086,1.1992,0.70086,-0.54511,1.9468,-0.046724,-0.29592,0.70086,-0.29592,-0.046724,-0.79431,0.70086,0.20247,-0.54511,-0.046724,0.20247,0.45166
0.73987,-1.6551,0.055597,-0.62867,-0.62867,0.73987,-0.28654,-1.9972,0.055597,1.082,0.055597,0.73987,-1.9972,0.39773,-3.0236,-0.62867,-0.62867,-0.28654,0.055597,-0.97081,0.39773,-0.62867,0.73987,0.055597,-0.62867,1.7663,-1.3129,0.055597,0.73987,0.055597,1.4241,-0.97081,0.39773,0.39773,0.39773,-1.3129,1.082,0.73987,0.055597,2.1084,1.082,-0.28654,-1.9972,1.082,-1.3129,1.082,0.055597,-1.6551,0.39773,-0.97081,-0.28654,-0.97081,-0.62867,-0.97081,-0.28654,-1.6551,-0.62867,1.082,0.39773,1.7663,0.055597,-0.28654,0.055597,0.055597,-0.62867,0.055597,0.39773,0.39773,0.39773,0.39773,-0.28654,0.055597,0.055597,0.73987,0.73987,1.082,2.4505,0.73987,0.055597,1.4241
-0.96518,-0.96518,-0.47955,-0.96518,-1.4508,-1.4508,-0.47955,-0.47955,0.97732,-1.4508,-0.96518,0.0060703,0.0060703,-1.4508,0.97732,0.49169,0.0060703,0.0060703,-0.96518,-0.96518,0.49169,-0.96518,-0.47955,-0.47955,0.0060703,-0.47955,-0.47955,0.0060703,1.4629,1.4629,-0.96518,0.49169,-0.47955,0.49169,0.97732,0.97732,-0.96518,0.97732,-1.4508,-0.47955,1.9486,1.4629,0.97732,0.97732,0.0060703,0.49169,-0.47955,-1.9364,1.9486,0.0060703,0.97732,0.97732,0.97732,0.97732,0.49169,2.4342,0.97732,-1.4508,-0.47955,0.49169,0.97732,-0.47955,-0.47955,1.4629,0.49169,-0.96518,-0.47955,-0.96518,0.97732,-0.96518,0.97732,-0.47955,1.4629,0.0060703,-0.47955,-1.9364,-0.47955,-0.47955,1.4629,-0.96518
-0.58815,-1.1564,-1.611,-0.92911,-1.2701,-0.30402,-1.1564,-0.92911,-0.19037,-0.4745,-0.7018,-0.81545,-0.75863,-1.2701,-0.81545,-0.81545,-0.7018,-1.2701,-0.4745,-1.0996,-0.58815,-0.13354,-0.53132,-1.611,-0.41767,-1.0996,0.32107,-0.41767,-0.4745,-1.2701,-0.75863,-1.0428,-0.41767,-0.58815,-1.0996,0.77568,-0.24719,0.71885,-1.0996,-1.4974,-1.7815,-0.24719,-0.58815,0.26424,1.9122,2.2532,1.5712,1.5712,0.66202,2.1395,0.54837,0.88933,2.4805,1.2303,0.49155,0.77568,1.1166,1.1735,0.88933,0.6052,0.32107,0.49155,0.6052,0.71885,0.32107,0.66202,-0.41767,0.37789,0.8325,1.2871,0.26424,0.32107,1.8554,0.6052,0.20742,-0.30402,0.54837,1.2871,0.66202,0.20742
0.99188,0.59906,1.3847,-0.18659,-0.57942,-0.97224,0.20623,0.20623,-0.18659,-0.18659,0.20623,-0.18659,0.59906,0.59906,0.99188,-0.18659,2.1704,1.7775,0.20623,0.99188,1.7775,0.99188,0.59906,-1.3651,0.20623,0.20623,0.59906,2.1704,-0.18659,-0.57942,0.99188,-0.18659,0.99188,2.1704,-0.57942,-0.18659,0.59906,-0.97224,1.3847,0.99188,-1.7579,-0.18659,-0.57942,0.59906,-0.18659,-0.57942,-1.3651,-1.3651,-1.7579,-0.97224,-1.3651,-2.1507,0.59906,-0.97224,0.20623,-0.97224,-0.97224,-1.3651,-1.3651,0.20623,-1.7579,-0.57942,-0.97224,-0.18659,2.1704,-0.57942,0.59906,0.20623,-1.3651,1.3847,-0.18659,0.20623,-0.18659,0.59906,-0.57942,-0.18659,0.20623,0.20623,-0.57942,-0.18659
-0.021387,0.40635,-1.7323,-0.87685,-0.44912,0.40635,-0.87685,-0.44912,-0.44912,-0.021387,-0.021387,1.2618,-0.87685,0.83408,0.83408,-0.44912,0.40635,-0.87685,0.83408,0.83408,-0.021387,-0.87685,-0.87685,-0.87685,-0.44912,-0.44912,0.83408,-1.3046,-1.3046,-0.44912,0.83408,-0.021387,-0.44912,-1.3046,-0.44912,-0.44912,-0.87685,-0.44912,-0.44912,-0.44912,0.40635,2.545,4.6837,2.1173,1.2618,-0.021387,0.40635,0.40635,-0.87685,-1.3046,0.40635,0.40635,0.40635,-0.021387,-1.3046,0.83408,0.83408,-0.44912,0.40635,-0.44912,-0.44912,-1.7323,1.2618,-1.7323,-0.021387,-0.021387,-0.021387,0.83408,0.83408,1.2618,-0.44912,0.83408,-0.87685,-0.44912,0.83408,-0.021387,0.83408,-0.021387,-0.44912,-0.021387
-0.87753,-1.1163,-1.1163,-1.1163,-1.1163,-0.63874,-0.39996,-1.1163,-0.87753,-1.1163,-1.1163,-0.39996,-0.63874,-0.39996,-0.63874,-0.63874,-1.1163,-0.16118,-0.63874,0.55517,-0.63874,-0.39996,-1.1163,-0.87753,-0.63874,-0.39996,-0.63874,-0.87753,-0.87753,-0.63874,0.077604,-0.87753,-0.39996,-0.16118,-0.87753,-0.63874,-0.87753,0.31639,-0.16118,-0.16118,0.077604,2.4654,2.2266,1.7491,1.2715,1.9879,0.55517,1.2715,3.8981,1.5103,1.5103,0.31639,0.077604,0.55517,-0.16118,-0.39996,-0.39996,-0.39996,0.55517,-1.1163,0.077604,-0.63874,-0.16118,-0.63874,0.31639,-0.16118,0.55517,0.55517,0.31639,1.2715,0.79395,1.7491,0.31639,0.55517,0.31639,-0.63874,1.7491,0.79395,0.79395,0.077604
1.4599,0.026868,0.026868,2.1763,0.74336,0.026868,-0.68962,1.4599,0.38511,0.026868,2.1763,0.74336,0.38511,0.38511,1.4599,0.74336,1.1016,0.74336,2.8928,2.1763,0.38511,0.38511,0.026868,1.1016,0.74336,1.1016,1.4599,0.026868,-0.33138,0.026868,2.1763,0.38511,0.74336,1.1016,-0.33138,1.8181,1.8181,-1.0479,-0.33138,-0.68962,-0.33138,-0.33138,-0.68962,-0.68962,-0.68962,-1.0479,-1.0479,-0.33138,-1.0479,-0.33138,-1.0479,0.026868,-1.0479,-0.68962,-1.0479,-1.0479,-0.68962,-1.0479,-0.68962,-0.68962,-1.0479,0.026868,-0.68962,-0.68962,-0.68962,-1.0479,-0.33138,-1.0479,-1.0479,-1.0479,-0.68962,-0.33138,-0.68962,-0.68962,-0.33138,-1.0479,-1.0479,-0.33138,-1.0479,-0.68962
-1.2209,-0.76017,-0.76017,-0.29946,-0.76017,-1.2209,-1.2209,-1.2209,-1.2209,-0.29946,-1.2209,-0.76017,-1.2209,-0.76017,-0.76017,0.16125,-1.2209,-1.2209,-0.76017,-1.2209,-0.29946,-0.76017,-1.2209,-0.29946,-0.76017,-0.29946,-0.29946,-0.76017,0.16125,0.16125,0.62196,-0.76017,-0.29946,0.16125,-0.29946,-0.29946,0.16125,-0.29946,-0.76017,-0.29946,0.16125,-1.2209,-0.76017,0.62196,0.16125,-0.29946,-1.2209,-0.29946,0.16125,-0.76017,0.16125,-0.76017,0.16125,1.5434,-0.29946,-0.29946,-0.29946,1.5434,0.62196,0.16125,0.62196,0.62196,0.62196,1.5434,1.0827,2.0041,0.62196,1.5434,0.16125,2.4648,2.0041,0.62196,0.62196,1.5434,2.9255,0.62196,2.0041,0.62196,2.0041,1.0827
